,id,Date,Title,Description
9158,9158,"November 24, 2015, Tuesday",BoI to issue 20 mn shares to LIC,"After the issuance of shares, LIC's stake in bank would rise to 14.69% from 12.54%"
9159,9159,"November 23, 2015, Monday",Standard Chartered reopens Japan desk in Chennai,This will help deepen the bank's relationship with the senior management teams of Japanese companies based in Chennai
9160,9160,"November 23, 2015, Monday",Life insurers must disclose invesment return details in ads: IRDAI,The order will come to effect from December 1
9161,9161,"November 23, 2015, Monday",Citi to offer Swift's services to Indian firms,"Using Swift, corporate treasurers can use a single channel for communication with all domestic and global banks"
9162,9162,"November 23, 2015, Monday",Standard Chartered reopens Japan desk in Chennai,The desk will provide detailed guidance on foreign direct investment and mergers and acquisitions
9163,9163,"November 23, 2015, Monday",Banks have all powers to deal with wilful defaulters: Jaitley,"NPAs of Public Sector Banks rose to 6.03% at the end of June, as against 5.20% in March this year"
9164,9164,"November 23, 2015, Monday","Stress on banks to ease post resolution of sectoral issues, says Arun Jaitley","'The problems continue, but the banks' NPAs situation will improve,' the finance minster said."
9165,9165,"November 23, 2015, Monday","PSBs to coordinate with DFS, Revenue department: Jaitley","Jaitley says NPA levels unacceptable, calls it problem from past; adds discom reforms will reduce stress"
9166,9166,"November 23, 2015, Monday","SBI tags Mallya, his 2 firms as wilful defaulters","Tag for defaults on nearly Rs 7,000 cr loans to long-grounded Kingfisher Airlines"
9167,9167,"November 23, 2015, Monday","Axis Bank enters Bangladesh, opens representative office in Dhaka",The bank aims to leverage the growing economic integration between the two countries
9168,9168,"November 23, 2015, Monday","Unfair to blame China for any currency war, says Rajan",IMF should accommodate the currencies of large economies with strong positions in global trade and finance: Rajan
9169,9169,"November 23, 2015, Monday","FM to meet PSB heads to discuss NPAs, rate cut",Performance review meeting will also take stock of credit flow to productive sectors to spur economy
9170,9170,"November 22, 2015, Sunday",Foreign inflow boost for alternative investment funds,"Move to allow overseas flows into AIFs and ReITs through automatic route will lead to fresh flows, say experts"
9171,9171,"November 22, 2015, Sunday",FinMin considers allowing more pension funds in equities,"At present, PFRDA is allowed to invest 15% in the stock market"
9172,9172,"November 21, 2015, Saturday","Doha Bank to roll out more branches in India, awaits RBI approval",The bank's current exposure in India is about $2.3 bn and it expects to increase it to $5 bn over the next three years
9173,9173,"November 21, 2015, Saturday",Product approvals slower as IRDAI focuses on big-bang regulations,"With insurance bill being passed by both the Houses, sector has got several new norms by IRDAI"
9174,9174,"November 21, 2015, Saturday",Irdai responds partially to sector feedback on rule changes,IRDAI drops earlier proposal to reduce product pricing for 10% plus deviation
9175,9175,"November 21, 2015, Saturday",Lenders to grounded Kingfisher Airlines to auction some assets,"The Vijay Mallya-promoted airline stopped flying three years ago and owes Rs 6,963 crore to various lenders"
9176,9176,"November 21, 2015, Saturday",First rupee-denominated ETF listed on LSE,The fund constitutes one bond each from AAA-rated firms such as Indian Railways and Rural Electrification Corp
9177,9177,"November 20, 2015, Friday",Kotak General Insurance gets IRDAI licence to commence business,Kotak Mahindra General Insurance Company (Kotak General Insurance) announced it has been granted certificate of registration by ...
9178,9178,"November 20, 2015, Friday",Investors will need approval to buy 5% in banks: RBI,The central bank seeks to tighten the criteria for ownership of lenders
9179,9179,"November 20, 2015, Friday",RBI nod mandatory for buying 5% in private banks via convertible bonds,With this the banking regulator has cleared the air around investment via convertible bonds as well
9180,9180,"November 20, 2015, Friday","Staff protest hits RBI activity in morning, normalcy later",Employees' stir against Centre's intervention in RBI's autonomy and pension-related issues
9181,9181,"November 20, 2015, Friday",BoB to bring in advisor for MD &CEO,Amongst key tasks the strategic advisor would focus on are developing business plans and procedures for corporate restructurings
9182,9182,"November 20, 2015, Friday",IRDAI to seek concrete plan from banks on opening up branch network for more insurers,"Banks can now tie-up with up to three life, non-life and standalone insurers each"
9183,9183,"November 20, 2015, Friday",HDFC bank to monitor ATM fraud transactions on real time basis,Location of customer's mobile phone to be used for tracking
9184,9184,"November 19, 2015, Thursday",RBI sets direct agri-lending target at 11.57%,RBI on Thursday said banks should lend at least 11.57% of their fund directly to non-corporate farmers in fiscal 2015-16
9185,9185,"November 19, 2015, Thursday",RBI says investors will need approval to buy 5% in banks,"The buyer would also have to give an annual declaration to the lender that it remains a ""fit and proper"" investor"
9186,9186,"November 19, 2015, Thursday",One-day stir at RBI affects G-secs volume,"Volumes are low compared with what it usually is, said a senior dealer with a state-owned bank"
9187,9187,"November 19, 2015, Thursday",One-day stir at RBI hits key banking services,"Major banking transactions took a hit today as over 17,000 employees of RBI went on 'one-day mass casual leave' protesting ..."
9188,9188,"November 19, 2015, Thursday",United India Insurance receives Rs 110-cr claims intimation due to floods,United India Insurance has said so far the company has received claims intimation worth Rs 110 crore for 130 claims
9189,9189,"November 19, 2015, Thursday",RBI's settlement system not functioning due to strike - dealers,"About 17,000 employees of the central bank are on strike called by unions"
9190,9190,"November 19, 2015, Thursday",Refinancing problem for realty majors: CRISIL,Construction cost outpacing customer advances adds to firms' woes
9191,9191,"November 19, 2015, Thursday",RBI staff to go on mass leave today,"While the mass leave is not a strike, union leaders say they could go for longer strikes if the government does not change its ..."
9192,9192,"November 19, 2015, Thursday",Max Bupa appoints Ashish Mehrotra as MD & CEO,"Mehrotra, earlier MD and head (retail banking) at Citibank, will replace Manasije Mishra"
9193,9193,"November 19, 2015, Thursday",StanChart not to undertake rights issue of IDRs,"Due to certain procedural impediments, it (company) is not in a position to undertake the rights issue of IDRs in India"
9194,9194,"November 19, 2015, Thursday",India Inc's Oct foreign borrowings down 24%,Domestic firms had raised $2.78 billion abroad  in October last year
9195,9195,"November 19, 2015, Thursday",Globetrotting Modi cements outlook for rupee to top Asia returns,India's rupee is forecast to outperform its Asian peers as Prime Minister Narendra Modi travels the world to woo investors and ...
9196,9196,"November 19, 2015, Thursday",Share of residential-focused PE funds jumps to 85%,"The share of residential-focused funds has gone up from 14% to 85% in the last seven years, a JLL report says"
9197,9197,"November 18, 2015, Wednesday",RBI workers' strike tomorrow likely to disrupt settlements,Employees are set to go on strike for better retirement benefits and to oppose reforms to the central bank
9198,9198,"November 18, 2015, Wednesday",LIC diet sees more equity chomp,"In a clear trend, investing markedly more in stocks during recent years, with marked participation in some large issues"
9199,9199,"November 18, 2015, Wednesday",StanChart hires Zarin Daruwala as India CEO,"The 50-year old banker resigned from her position in ICICI Bank on Tuesday, after being with the bank, her first job, for 26"
9200,9200,"November 18, 2015, Wednesday",KKR picks 70% stake in financial adviser Avendus Capital,"Besides its core businesses, KKR will help Avendus grow its NBFC business"
9201,9201,"November 17, 2015, Tuesday",Banks in Odisha achieve only 32% of annual credit plan by Sept,"Banks having operations in Odisha have achieved only 32.43 per cent of the annual credit plan of Rs 47,757.13 crore target fixed ..."
9202,9202,"November 17, 2015, Tuesday",StanC ropes in ICICI Bank's Zarin Daruwala as India CEO,She was the president of wholesale banking at ICICI
9203,9203,"November 17, 2015, Tuesday",Standard Chartered names Daruwala as new India CEO,Her previous job was as president of wholesale banking group at ICICI Bank
9204,9204,"November 17, 2015, Tuesday",KKR invests in financial adviser Avendus Capital,"KKR, which is investing through its Asian Fund II, bought Avendus shares from private-equity firm Eastgate Capital and investment ..."
9205,9205,"November 17, 2015, Tuesday",IDBI Bank's privatisation experiment ill-timed: Moily,"Former Union minister Veerappa Moily has said NPAs and stressed loans are very high, and at no point of time after the ..."
9206,9206,"November 17, 2015, Tuesday",Financial inclusion focus can give banks $380-bn biz: Report,"But, not many lenders in emerging markets looking at this section seriously"
9207,9207,"November 17, 2015, Tuesday","ICICI Bank to sell 6% stake in Pru Life for Rs 1,950 crore","Premji Invest to pick 4%, Temasek arm Compassvale to get rest"
9208,9208,"November 16, 2015, Monday",8 banks file bids to manage Rs 21k-cr Coal India stake sale,"The stake sale, valued at about $3.2 billion at the current stock price, is part of the Indian government's aim to raise Rs 695 ..."
9209,9209,"November 16, 2015, Monday","SBI sees credit growth from power, road sectors","State Bank of India, which is seeing subdued growth in corporate credit, expects it to pick up in the second half with investment ..."
9210,9210,"November 16, 2015, Monday",Sujana Towers slippage of Rs 400 cr knocks out profit from IDBI Bank,"The balance sheet of the company is stretched, thus facing challenge to service its debt"
9211,9211,"November 16, 2015, Monday",LIC diet sees more equity chomp,"LIC has over the past three years slowly gone heavier on equity, from a conservative and debt-heavy investor"
9212,9212,"November 16, 2015, Monday","ICICI to sell stake in life insurance unit to Temasek, Premji","Proposed investment values ICICI Prudential Life at Rs 32,500 cr"
9213,9213,"November 16, 2015, Monday",All bonds lead to London,"The bourse there has become the preferred location for Indian entities, government and private, to raise new forms of debt"
9214,9214,"November 15, 2015, Sunday",Bank credit growth still lingers in H1 as debt market soars,Bank credit growth continued to disappoint during first half of the current fiscal with an annual growth of just 8.4 per cent at ...
9215,9215,"November 15, 2015, Sunday",New cashless insurance scheme mandatory for Punjab govt employees,The government has also issued directions to the effect that member enrolment forms regarding this should be submitted till ...
9216,9216,"November 15, 2015, Sunday",Bank credit growth still lingers in H1 as debt market soars,"Debt market growth was, however, robust with debt issuances increasing 18.6 per cent."
9217,9217,"November 15, 2015, Sunday",50 lakh Telenor customers opt for free life insurance,Telecom operator Telenor India today said it has issued 15 lakh free life insurance policies in October under a life cover scheme ...
9218,9218,"November 15, 2015, Sunday",Jaitley to meet heads of PSU banks on November 23,"The meeting is expected to review credit offtake by sectors such as home, education and corporates as well as the progress made ..."
9219,9219,"November 14, 2015, Saturday",NSDL draws up blueprint to launch payments bank in a year,"The Reserve Bank of India had earlier this year in august granted 'in-principle' approval to 11 entities, including NSDL"
9220,9220,"November 14, 2015, Saturday","CARE downgrades Catholic Syrian bank's tier II bonds on weak asset quality, net loss","Bank has reported operating profit during FY15 & H1FY16, higher provisions towards non-performing assets resulted in after ..."
9221,9221,"November 14, 2015, Saturday",Fairfax deal fairly priced: ICICI Bank,"Deployment decision on Rs 1,550-crore pre-tax profit in ICICI Lombard deal later; retail side could benefit"
9222,9222,"November 14, 2015, Saturday","Lloyds India to have all operations in one location, says Irdai","Following passage of Insurance Laws Act, Lloyds UK has been permitted to set up branch office in country"
9223,9223,"November 14, 2015, Saturday",Forex reserves fall $1.9 bn to $351 bn,"India's foreign exchange reserves fell $1.9 billion to $351.7 billion in the week ended November 6, data from the Reserve Bank of ..."
9224,9224,"November 13, 2015, Friday",Indiabulls buys 40 pct stake in UK's OakNorth Bank,"Indiabulls bought the stake through Indiabulls Housing Finance, India's second-largest private housing finance company"
9225,9225,"November 13, 2015, Friday",Private banks to gain with easing of FDI,"As the process of capital raising will become simpler, lenders actively looking to do so will gain"
9226,9226,"November 11, 2015, Wednesday",High group health discounts continue to worry insurers,Heavy discounts in the group health insurance continue to be a source of worry for the general insurance companies
9227,9227,"November 11, 2015, Wednesday","Emirates bank, SBI join hands for easier remittances",A leading UAE-based bank has announced a partnership deal with SBI to help NRI customers in gulf carry out their remittances ...
9228,9228,"November 11, 2015, Wednesday",General insurers see 13% growth in premium in Apr-Oct,"Private non-life insurers collected Rs 22,535 cr premium, a growth of 11%"
9229,9229,"November 11, 2015, Wednesday",Private sector lender Federal Bank looks to grow its corporate book,"Corporate loan advances had shrunk by approximately Rs 4,000 crore"
9230,9230,"November 11, 2015, Wednesday","Fungibility for FDI, FII stake in private banks to help spur capital flows","This is positive for Axis Bank, Yes Bank and Kotak Mahindra Bank"
9231,9231,"November 11, 2015, Wednesday",Rajan calls for greater scrutiny on competitive monetary policies,"Says existing stimulus measures are not sustainable, reversible, and do not contribute really significantly"
9232,9232,"November 11, 2015, Wednesday",Raghuram Rajan appointed vice-chairman of BIS,Hopes rise for better representation of emerging markets in international bodies
9233,9233,"November 11, 2015, Wednesday",Outward remittances stay elevated in August,"Maintenance of close relatives, students expenses continue to top chart"
9234,9234,"November 11, 2015, Wednesday",Life insurance industry sees 14.5% growth in April-September,New premium business of the life insurance industry has seen a 14.5 per cent growth for the April 1-September 30 period for ...
9235,9235,"November 10, 2015, Tuesday",Bank credit grows at 8.9%,This rate of growth is the lowest that has been registered in this financial year
9236,9236,"November 10, 2015, Tuesday",Raghuram Rajan warns of global threat from easy money,"In Frankfurt, the RBI Governor said that low borrowing costs and money printing were a threat to financial stability and would ..."
9237,9237,"November 10, 2015, Tuesday",Raghuram Rajan appointed vice chairman of BIS Board,"BIS fosters global cooperation among central banks to esnure global monetary and financial stability; includes US, UK and Japan ..."
9238,9238,"November 10, 2015, Tuesday","Andhra Bank seeks to sell Rs 1,388 crore of bad debt",Decision comes as a shift in policy pursued by bank management when C V R Rajendran was CMD
9239,9239,"November 10, 2015, Tuesday","Insurance commissions could have minimum, maximum caps","The new caps, if implemented, would mean that a customer would have to pay higher premiums so that higher commissions are paid to ..."
9240,9240,"November 09, 2015, Monday",PSU Banks likely to gain the most due to power reforms,"In the near-term, the reforms will impact power financiers such as PFC and REC negatively, believe analysts"
9241,9241,"November 09, 2015, Monday",Andhra Bank seeks to sell $209 million worth bad loans to ARCs,"The bad loans are in 29 accounts, the bank said in the advertisement"
9242,9242,"November 08, 2015, Sunday","SBI's CP portfolio more than doubles to Rs 23,000 cr in Q2","SBI, largest player in the commercial paper (CP) market, with its exposure in this segment of the money market jumping by a ..."
9243,9243,"November 08, 2015, Sunday",IDFC Bank hopes to cash in on capital-starved state-run banks,IDFC Bank hopes to fill the space being left by the inability of state-run banks to expand their balance sheet due to capital ...
9244,9244,"November 07, 2015, Saturday","Education loan NPAs to stabilise, say bankers",A credit guarantee fund is being set up to offer collateral free loan of Rs 4 lakh
9245,9245,"November 07, 2015, Saturday","Infra bonds see less appetite from banks, insurers",Long term Infrastructure bonds issued by the banks that had evoked interest amongst investors seem to be losing their sheen
9246,9246,"November 07, 2015, Saturday",No need to carry motor policy in physical form: Irdai,"Will be first implemented in Telangana, those issued via repositories won't need paper policy"
9247,9247,"November 07, 2015, Saturday",RBI working on rules to strengthen financial customer protection: Rajan,Also expresses concerns over rising defaults in education loans and suggests changes
9248,9248,"November 06, 2015, Friday",Union Bank Q2 net up 77% at Rs 658 crore,"Global business grew by 7.4% to Rs 5,84,687 crore as on September 30 of the current fiscal"
9249,9249,"November 06, 2015, Friday","SBI Q2 net profit surges 25% to Rs 3,879 crore","Total income increased to Rs 46,854.81 crore during the quarter"
9250,9250,"November 06, 2015, Friday",PNB Q2 net profit up 8% at Rs 621 crore,"Interest earned was Rs 12,345 crore for the July- September quarter"
9251,9251,"November 06, 2015, Friday",Bank of Baroda Q2 profit tumbles as bad-loan provisions soar,"Bank of Baroda Ltd, India's second-biggest state-run lender by assets, posted on Friday an unexpectedly sharp 89% tumble in its ..."
9252,9252,"November 06, 2015, Friday",Bank of Baroda Q2 profit slumped about 89% as provisions spike,Net profit fell to 1.24 billion rupees ($18.9 million) for its quarter ended September
9253,9253,"November 06, 2015, Friday",BFSI sector faces challenge in retaining talent: Report,"India's banking, financial services and insurance (BFSI) sector is finding it hard to retain top talent, according to a study by ..."
9254,9254,"November 06, 2015, Friday",Faster recovery a shot in the arm for bankers,The committee has recommended six to a maximum of nine months to deal with insolvency and enable winding-up of operations of a ...
9255,9255,"November 06, 2015, Friday",Private sector banks see rise in bad loans,Strong growth in advances & deposits continue
9256,9256,"November 05, 2015, Thursday",Dhanlaxmi Bank fined for flouting KYC norms,RBI said that after considering the bank's reply it has come to the conclusion that the lender had violated the instructions
9257,9257,"November 05, 2015, Thursday",Pension products by insurers can be managed by IRDAI: Nilesh Sathe,"Meanwhile, IRDAI has taken up the issue of taxation in insurance with the govt"
9258,9258,"November 05, 2015, Thursday",RBI imposes Rs 1 crore penalty on Dhanlaxmi Bank,The bank has allegedly violated Know Your Customer (KYC) and Anti Money Laundering (AML) norms
9259,9259,"November 05, 2015, Thursday",Six-month limit likely to declare firms bankrupt,Panel says deadline can extend for 90 days in exceptional cases; Plan must be approved by 75%of voting share of creditors
9260,9260,"November 05, 2015, Thursday","IRDAI fixes third-party motor insurance for e-carts, e-rickshaws","The Motor Vehicles Amendment Act, 2015 brings the e-carts and e-rickshaws under its ambit"
9261,9261,"November 05, 2015, Thursday",IDBI Bank Sept net flat at Rs 119.5 cr,Feels heat of rising provisions for bad loans
9262,9262,"November 05, 2015, Thursday","IDBI Bank to raise Rs 2,800 cr through a QIP offering",May also use follow-on-offer route; the lender also plans to raise $500 mn through overseas bond issue
9263,9263,"November 05, 2015, Thursday",Canara Bank Q2 profit dips 16% to Rs 529 cr,Higher provisioning for bad loans and contigencies led to the dip in net profit
9264,9264,"November 04, 2015, Wednesday",Punjab National Bank wants to sell its bad loans,"In August, senior bank officials had denied a move to offload NPAs on ARCs"
9265,9265,"November 04, 2015, Wednesday",Tata Docomo to give Rs 3 lakh of free accidental insurance,"To avail oneself of this free insurance benefit, customer has to do a recharge of Rs 107 followed by a cumulative recharge of Rs ..."
9266,9266,"November 04, 2015, Wednesday",Canara Bank Q2 net drops 16% to Rs 529 crore,"Total income has increased to Rs 12,477.95 crore for the quarter"
9267,9267,"November 04, 2015, Wednesday",PolicyX.com looks to raise $25 mn Series A funding,PolicyX.com actively looking to raise Series A funding option of around $25 mn
9268,9268,"November 04, 2015, Wednesday",Tighter norms for global reinsurers opening branches,Irdai to monitor appointment and chief executive remuneration
9269,9269,"November 04, 2015, Wednesday",UCO Bank to propose debt rejig for REI Agro,"Kolkata-based Basmati rice export firm alleged to have defrauded a consortium of 20 banks of Rs 3,814 cr"
9270,9270,"November 04, 2015, Wednesday",StanChart India remains without a CEO,The new CEO was expected to take over from Sunil Kaushal last month itself but they are yet to decide on who will be the right ...
9271,9271,"November 04, 2015, Wednesday","Banks' NPL pressure to subside, green shoots visible: Fitch","He said, speedier resolution can have a huge impact in reviving the sector"
9272,9272,"November 04, 2015, Wednesday",Tata Capital Financial Services to raise capital Rs 500 cr via bonds,"Scale up personal loans, loan against properties business"
9273,9273,"November 04, 2015, Wednesday",Lakshmi Vilas Bank plans to raise Rs 300 crore through QIP,Bank has set a target to grow its overall business at around 25% in 2015-16 and 2016-17
9274,9274,"November 04, 2015, Wednesday",National Bank of Abu Dhabi enters India,The opening of the branch comes as NBAD has completed migration of an Indian corporate loan portfolio worth around $900 million ...
9275,9275,"November 04, 2015, Wednesday",Corp Bank to write off Rs 532-cr loan to REI Agro,"Last month, the CBI had registered a case against Basmati rice exporter REI Agro on the basis of a complaint filed by a ..."
9276,9276,"November 03, 2015, Tuesday",Drought in Odisha likely to force insurer to take a Rs 1000 cr hit,The state government has declared 139 blocks in 21 out of total 30 districts as drought affected
9277,9277,"November 03, 2015, Tuesday",Govt appoints MDs of four PSU banks,"MDs of UCO Bank, Corporation Bank, Andhra Bank and Oriental Bank of Commerce have been appointed"
9278,9278,"November 03, 2015, Tuesday","RBI fixes gold bonds issue price at Rs 2,684 per gram",Gold bond scheme will offer investors an interest rate of 2.75% and a choice to buy bonds worth 2 grams of gold
9279,9279,"November 03, 2015, Tuesday",Suresh Patel takes charge as Andhra Bank CEO,"Prior to the new appointment, Patel was working as the executive director at the Oriental Bank of Commerce"
9280,9280,"November 03, 2015, Tuesday","Moody's gives banks reason to cheer, upgrades outlook to stable",Pace of additions to stressed loans to slowdown
9281,9281,"November 03, 2015, Tuesday",Federal Bank appoints new Chief Operating Officer,"Private sector lender, Federal Bank has appointed Shalini Warrier as the Chief Operating Officer of Federal Bank. The appointment ..."
9282,9282,"November 03, 2015, Tuesday",Deepak Singhal takes over as RBI executive director,Deepak Singhal has taken over as new Executive Director at the Reserve Bank of India
9283,9283,"November 03, 2015, Tuesday","Now, Citibank begins online disbursal of loans",Bank looking at extending scheme to non-Citibank customers
9284,9284,"November 03, 2015, Tuesday","Banking, financial services sector to spend Rs 49,900 cr on IT: Gartner","In 2014, the banking and securities firms spent Rs 45,500 cr on IT products and services"
9285,9285,"November 03, 2015, Tuesday","Excluding provisions in Q2,  we could have made profit: IDFC","On Saturday, IDFC posted a net loss of Rs 1,468 cr on the back of increased provisioning"
9286,9286,"November 02, 2015, Monday",Gold monetisation scheme to help cut loan rates,Leading gold finance companies planning special packages to cash more business
9287,9287,"November 02, 2015, Monday",Moody's upgrades Indian banking sector outlook to stable,Moody's had assigned a negative outlook to the Indian banking system in November 2011.
9288,9288,"November 02, 2015, Monday",Moody's upgrades outlook on Indian banks to stable from negative,Global rating agency Moody's has upgraded its outlook for the Indian banking system to stable from negative on gradual ...
9289,9289,"November 01, 2015, Sunday","SBI chief wants teaser loans back, ICICI Bank differs",SBI and ICICI Bank are not the same page when it comes to reintroducing the controversial 'teaser loans'
9290,9290,"October 31, 2015, Saturday",HFCs lending below base rate gives them unfair edge: SBI,"Banks aren't allowed to lend below benchmark; SBI bats for teaser loans, ICICI says no"
9291,9291,"October 31, 2015, Saturday",Paytm to use customer base for payments bank,"To have 500 million customers by 2020; in talks with banks, NBFCs for partnership"
9292,9292,"October 31, 2015, Saturday","ICICI Bank to sell 9% more in general insurance arm for Rs 1,500 cr",Fairfax's stake will rise to 35%; Kochhar rules out IPO
9293,9293,"October 31, 2015, Saturday",Only established foreign reinsurers can set up India branch office,All appointments and remuneration of senior management in this branch office will need Irdai's nod
9294,9294,"October 31, 2015, Saturday",Gold bond scheme to be launched on Thursday,"The scheme has been planned well, keeping long-term investors' interest in mind"
9295,9295,"October 31, 2015, Saturday",ICICI Bank net up 12% on retail loan growth,Bank's overall credit up 17% despite muted corporate loans; Retail loans also bettered industry growth of 16-17%
9296,9296,"October 31, 2015, Saturday",Kotak Mahindra Bank net profit up 31% at Rs 942 cr,Asset quality of the bank remained stable on a sequential basis though it worsened on a year-on-year basis
9297,9297,"October 31, 2015, Saturday",Karnataka Bank Q2 profit up 16% to Rs 102 cr,"Gross NPAs registered a declining trend with Rs 1,044 cr"
9298,9298,"October 30, 2015, Friday",ICICI Bank to sell 9% stake in ICICI Lombard to Fairfax,The bank said in a statement that its board has approved the sale of 9 per cent shareholding in ICICI Lombard to its joint ...
9299,9299,"October 30, 2015, Friday",Prem Watsa's Fairfax to increase stake in ICICI Lombard to 35%,Fairfax Financial Holdings will increase its stake in ICICI Lombard General Insurance to 35% approximately from 25.7% held ...
9300,9300,"October 30, 2015, Friday","ICICI Bank Q2 net up 12%, in line with estimates","ICICI Bank, India's top private sector lender by assets, reported a 12% increase in quarterly profit due to faster retail loans ..."
9301,9301,"October 30, 2015, Friday",Kotak Bank Q2 net profit at Rs 942 crore,"Consolidated total income stood at Rs 6,729 crore for the second quarter of the current fiscal"
9302,9302,"October 30, 2015, Friday","ADB, IFMR Capital partner with IndusInd Bank to lend to Indian MFIs","Asian Development Bank (ADB), IndusInd Bank (IBL) and IFMR Capital have signed second partial guarantee programme to provide ..."
9303,9303,"October 30, 2015, Friday","ADB, IFMR Capital partner with IndusInd Bank to lend to Indian MFIs","Asian Development Bank (ADB), IndusInd Bank (IBL) and IFMR Capital have signed a partial guarantee programme to provide local ..."
9304,9304,"October 30, 2015, Friday",National Pension System opened up for NRIs,Subscriptions should be made through normal banking channels
9305,9305,"October 30, 2015, Friday",Funds raised via corporate bonds at record high,Data from Sebi show companies raised Rs 2.43 lakh cr in April-Sept
9306,9306,"October 30, 2015, Friday","Banking frauds: CVC, CBI, ED draw up plan for recovery","CVC told RBI to scan forex deals in single account with total value above $100,000"
9307,9307,"October 30, 2015, Friday",Irdai directive fuels concern among insurers,Insurance regulator says no claims could be rejected after three years
9308,9308,"October 30, 2015, Friday",SFIO probes 10 firms in BoB case,"Besides SFIO, the case is being investigated by other agencies such as the CBI and the Enforcement Directorate"
9309,9309,"October 29, 2015, Thursday",NBFCs lure depositors with higher returns,Give 0.5% higher returns than domestic term deposits of banks
9310,9310,"October 29, 2015, Thursday",Bank credit grows 9.5% to Rs 68 lakh-cr,Deposits increased slightly faster at 11% to Rs 91 lakh-cr
9311,9311,"October 29, 2015, Thursday","Oriental Bank to raise Rs 1,000 cr  via Tier-II bonds","ICRA downgrades outlook on long term ratings to ""negative"""
9312,9312,"October 28, 2015, Wednesday",Barclays names former JP Morgan banker as new chief executive,"The 58-year-old American will take up his new role on December 1, the bank announced in a statement."
9313,9313,"October 28, 2015, Wednesday",Money laundering scam turns out murkier than expected,"Exchequer hit due to higher duty drawback, less Customs duty"
9314,9314,"October 28, 2015, Wednesday",BoB: RBI may invoke bilateral pact for info from Hong Kong,RBI scanner on loopholes in systems at BoB
9315,9315,"October 28, 2015, Wednesday",Short-term corp bonds: RBI hints at re-looking at ban on FIIs,Khan however was quick to add that no view has been taken so far and that the central bank is looking at the matter.
9316,9316,"October 28, 2015, Wednesday",India's external borrowings drop to five-year low,The September borrowings dropped by 17.7% to $2.6 bn
9317,9317,"October 28, 2015, Wednesday",P K Gupta to be elevated as SBI managing director,"The appointment of the 1960-born Gupta is for a period of over four years (till March 2020), according to a notification"
9318,9318,"October 27, 2015, Tuesday",RBI to notify sovereign gold bond scheme soon,"Apart from bonds, other schemes include gold monetisation and selling of gold coins"
9319,9319,"October 27, 2015, Tuesday",ICICI Bank best private bank in India: Global Finance,"ICICI Bank, country's largest private sector lender, has been selected as the best private bank in India in 2015"
9320,9320,"October 27, 2015, Tuesday",IFSC at GIFT City begins operations with Yes Bank unit launch,India's first International Financial Services Centre (IFSC) at GIFT City in Gujarat began operations today with the launch of ...
9321,9321,"October 27, 2015, Tuesday","Axis Bank Q2 profit up 19%, meets estimates","Axis Bank, India's third-biggest private sector lender by assets, reported a 19% increase in second-quarter profit, in line with ..."
9322,9322,"October 27, 2015, Tuesday",Yes Bank operationalises IFSC banking unit in GIFT City,Private sector lender Yes Bank today said it has started operations from its IFSC banking unit at the Gujarat International ...
9323,9323,"October 27, 2015, Tuesday",Major PSBs seek tie-up with new lenders as competition brews for rural banking,"SBI says it's open to tie-ups with payments banks; Bandhan garners Rs 2,200 crore in two months"
9324,9324,"October 27, 2015, Tuesday",HDFC Bank reduces its ATM network,Bank cites change in customer behaviour and shift of banking transactions towards digital payments
9325,9325,"October 27, 2015, Tuesday",Rupee ends lower by 13 paise to 64.96 vs dollar,The dollar index was traded at 0.17 per cent lower in the late afternoon trade against a basket of six currencies
9326,9326,"October 26, 2015, Monday","Nippon to acquire 23% stake in Reliance Life for Rs 2,500 cr","Japan's Nippon Life Insurance plans to acquire another 23 per cent stake in Reliance Life Insurance for about Rs 2,500 ..."
9327,9327,"October 25, 2015, Sunday","General insurers' H1 premium up 12.3%, may miss annual target","Motor and health, which have been traditionally driving the growth, have shown progress in the second half"
9328,9328,"October 24, 2015, Saturday",RBI lens on outward remittances,"Money sent abroad rises sharply in July; maintenance of close relatives, education expenses top the chart"
9329,9329,"October 24, 2015, Saturday",Alok Industries & Parekh Aluminex add to Federal Bank's NPA issues,Apart from these two there were three other corporate accounts that slipped into NPA
9330,9330,"October 24, 2015, Saturday",Bank unions threaten indefinite strike in December,Unions want associate banks to be de-linked from SBI
9331,9331,"October 24, 2015, Saturday","Online ordering of products on credit a possibility, says Rajan",Governor also says two-stage verification for card transactions might go; RBI in process of setting up IT arm
9332,9332,"October 24, 2015, Saturday","Gold monetisation scheme won't work for short-term deposits, say bankers",Bankers say they would be able to offer an interest rate of 1-2 per cent on short-term gold deposits
9333,9333,"October 24, 2015, Saturday",Iyer gets additional charge at Citibank,Iyer had joined Citibank in 1996 in the credit cards department and has over 20 years of consumer banking experience
9334,9334,"October 24, 2015, Saturday",Auction of 40-yr bond sails smoothly,The auction of the new 40-year government securities maturing in 2055 sailed smoothly on Friday along with other securities. The ...
9335,9335,"October 23, 2015, Friday","DBS, South Africa's FirstRand in talks to buy RBS India unit: sources","Financial details of the transaction were not immediately clear, though the deal is pegged at $200 mn"
9336,9336,"October 23, 2015, Friday",Need to check flaws in banking system: Rajan,"Taking measures to remove the hurdles in the way of implementation of economic reforms, says RBI Governor"
